"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 26 17:35:06 GMT 2022","Wed Jan 26 17:35:07 GMT 2022","380","Subquery health check","","","","","Staging project - wallet-bifrost is alive",""
"passed","Wed Jan 26 17:35:07 GMT 2022","Wed Jan 26 17:35:08 GMT 2022","675","Subquery health check","","","","","Staging project - wallet-bit-country is alive",""
"failed","Wed Jan 26 17:35:30 GMT 2022","Wed Jan 26 17:35:31 GMT 2022","980","Subquery health check","","","","","Production project - wallet-shiden is alive",""
"passed","Wed Jan 26 17:35:18 GMT 2022","Wed Jan 26 17:35:19 GMT 2022","851","Subquery health check","","","","","Production project - wallet-moonriver is alive",""
"passed","Wed Jan 26 17:35:13 GMT 2022","Wed Jan 26 17:35:14 GMT 2022","607","Subquery health check","","","","","Staging project - wallet-karura is alive",""
"passed","Wed Jan 26 17:35:06 GMT 2022","Wed Jan 26 17:35:06 GMT 2022","440","Subquery health check","","","","","Production project - wallet-bifrost is alive",""
"passed","Wed Jan 26 17:35:25 GMT 2022","Wed Jan 26 17:35:26 GMT 2022","560","Subquery health check","","","","","Staging project - wallet-quartz is alive",""
"passed","Wed Jan 26 17:35:07 GMT 2022","Wed Jan 26 17:35:07 GMT 2022","371","Subquery health check","","","","","Production project - wallet-bit-country is alive",""
"passed","Wed Jan 26 17:35:28 GMT 2022","Wed Jan 26 17:35:29 GMT 2022","966","Subquery health check","","","","","Production project - westend is alive",""
"passed","Wed Jan 26 17:35:08 GMT 2022","Wed Jan 26 17:35:09 GMT 2022","1625","Subquery health check","","","","","Production project - wallet-calamari is alive",""
"passed","Wed Jan 26 17:35:27 GMT 2022","Wed Jan 26 17:35:27 GMT 2022","789","Subquery health check","","","","","Production project - wallet-statemint is alive",""
"passed","Wed Jan 26 17:35:14 GMT 2022","Wed Jan 26 17:35:14 GMT 2022","519","Subquery health check","","","","","Production project - wallet-khala is alive",""
"passed","Wed Jan 26 17:35:17 GMT 2022","Wed Jan 26 17:35:18 GMT 2022","732","Subquery health check","","","","","Staging project - wallet-moonbeam is alive",""
"failed","Wed Jan 26 17:35:11 GMT 2022","Wed Jan 26 17:35:12 GMT 2022","673","Subquery health check","","","","","Production project - edgeware is alive",""
"passed","Wed Jan 26 17:35:26 GMT 2022","Wed Jan 26 17:35:26 GMT 2022","505","Subquery health check","","","","","Production project - wallet-statemine is alive",""
"passed","Wed Jan 26 17:35:23 GMT 2022","Wed Jan 26 17:35:23 GMT 2022","841","Subquery health check","","","","","Production project - polkadot is alive",""
"failed","Wed Jan 26 17:35:12 GMT 2022","Wed Jan 26 17:35:12 GMT 2022","362","Subquery health check","","","","","Staging project - edgeware is alive",""
"failed","Wed Jan 26 17:35:16 GMT 2022","Wed Jan 26 17:35:16 GMT 2022","334","Subquery health check","","","","","Staging project - kusama is alive",""
"passed","Wed Jan 26 17:35:00 GMT 2022","Wed Jan 26 17:35:02 GMT 2022","1191","Subquery health check","","","","","Staging project - wallet-acala is alive",""
"passed","Wed Jan 26 17:35:14 GMT 2022","Wed Jan 26 17:35:15 GMT 2022","484","Subquery health check","","","","","Staging project - wallet-khala is alive",""
"passed","Wed Jan 26 17:35:29 GMT 2022","Wed Jan 26 17:35:30 GMT 2022","874","Subquery health check","","","","","Staging project - westend is alive",""
"passed","Wed Jan 26 17:35:04 GMT 2022","Wed Jan 26 17:35:05 GMT 2022","673","Subquery health check","","","","","Production project - wallet-basilisk is alive",""
"passed","Wed Jan 26 17:35:20 GMT 2022","Wed Jan 26 17:35:20 GMT 2022","895","Subquery health check","","","","","Production project - wallet-parallel is alive",""
"passed","Wed Jan 26 17:35:16 GMT 2022","Wed Jan 26 17:35:16 GMT 2022","456","Subquery health check","","","","","Production project - kusama is alive",""
"passed","Wed Jan 26 17:35:26 GMT 2022","Wed Jan 26 17:35:27 GMT 2022","437","Subquery health check","","","","","Staging project - wallet-statemine is alive",""
"passed","Wed Jan 26 17:35:10 GMT 2022","Wed Jan 26 17:35:11 GMT 2022","671","Subquery health check","","","","","Production project - wallet-clover is alive",""
"passed","Wed Jan 26 17:35:27 GMT 2022","Wed Jan 26 17:35:28 GMT 2022","855","Subquery health check","","","","","Staging project - wallet-statemint is alive",""
"failed","Wed Jan 26 17:35:23 GMT 2022","Wed Jan 26 17:35:24 GMT 2022","895","Subquery health check","","","","","Staging project - polkadot is alive",""
"passed","Wed Jan 26 17:35:21 GMT 2022","Wed Jan 26 17:35:22 GMT 2022","462","Subquery health check","","","","","Production project - wallet-parallel-heiko is alive",""
"passed","Wed Jan 26 17:35:12 GMT 2022","Wed Jan 26 17:35:13 GMT 2022","642","Subquery health check","","","","","Production project - wallet-karura is alive",""
"passed","Wed Jan 26 17:35:16 GMT 2022","Wed Jan 26 17:35:17 GMT 2022","692","Subquery health check","","","","","Production project - wallet-moonbeam is alive",""
"failed","Wed Jan 26 17:35:15 GMT 2022","Wed Jan 26 17:35:16 GMT 2022","481","Subquery health check","","","","","Staging project - wallet-kilt is alive",""
"failed","Wed Jan 26 17:35:15 GMT 2022","Wed Jan 26 17:35:15 GMT 2022","427","Subquery health check","","","","","Production project - wallet-kilt is alive",""
