"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 31 10:23:57 GMT 2022","Mon Jan 31 10:23:58 GMT 2022","838","Subquery health check","","","","","Production project - wallet-calamari is alive",""
"passed","Mon Jan 31 10:24:02 GMT 2022","Mon Jan 31 10:24:03 GMT 2022","875","Subquery health check","","","","","Production project - wallet-khala is alive",""
"passed","Mon Jan 31 10:24:15 GMT 2022","Mon Jan 31 10:24:16 GMT 2022","487","Subquery health check","","","","","Staging project - wallet-statemint is alive",""
"passed","Mon Jan 31 10:24:14 GMT 2022","Mon Jan 31 10:24:15 GMT 2022","461","Subquery health check","","","","","Staging project - wallet-statemine is alive",""
"failed","Mon Jan 31 10:24:00 GMT 2022","Mon Jan 31 10:24:01 GMT 2022","480","Subquery health check","","","","","Production project - edgeware is alive",""
"passed","Mon Jan 31 10:23:59 GMT 2022","Mon Jan 31 10:24:00 GMT 2022","801","Subquery health check","","","","","Production project - wallet-clover is alive",""
"passed","Mon Jan 31 10:23:53 GMT 2022","Mon Jan 31 10:23:54 GMT 2022","533","Subquery health check","","","","","Production project - wallet-astar is alive",""
"passed","Mon Jan 31 10:23:53 GMT 2022","Mon Jan 31 10:23:53 GMT 2022","527","Subquery health check","","","","","Staging project - wallet-altair is alive",""
"passed","Mon Jan 31 10:24:00 GMT 2022","Mon Jan 31 10:24:00 GMT 2022","381","Subquery health check","","","","","Staging project - wallet-clover is alive",""
"failed","Mon Jan 31 10:24:11 GMT 2022","Mon Jan 31 10:24:12 GMT 2022","976","Subquery health check","","","","","Staging project - polkadot is alive",""
"passed","Mon Jan 31 10:23:58 GMT 2022","Mon Jan 31 10:23:59 GMT 2022","1376","Subquery health check","","","","","Staging project - wallet-calamari is alive",""
"failed","Mon Jan 31 10:23:51 GMT 2022","Mon Jan 31 10:23:52 GMT 2022","872","Subquery health check","","","","","Staging project - wallet-acala is alive",""
"failed","Mon Jan 31 10:24:01 GMT 2022","Mon Jan 31 10:24:01 GMT 2022","422","Subquery health check","","","","","Staging project - edgeware is alive",""
"passed","Mon Jan 31 10:24:15 GMT 2022","Mon Jan 31 10:24:15 GMT 2022","433","Subquery health check","","","","","Production project - wallet-statemint is alive",""
"passed","Mon Jan 31 10:24:08 GMT 2022","Mon Jan 31 10:24:09 GMT 2022","826","Subquery health check","","","","","Staging project - wallet-parallel is alive",""
"failed","Mon Jan 31 10:23:55 GMT 2022","Mon Jan 31 10:23:55 GMT 2022","344","Subquery health check","","","","","Staging project - wallet-basilisk is alive",""
"passed","Mon Jan 31 10:24:03 GMT 2022","Mon Jan 31 10:24:04 GMT 2022","532","Subquery health check","","","","","Staging project - wallet-khala is alive",""
"passed","Mon Jan 31 10:23:56 GMT 2022","Mon Jan 31 10:23:56 GMT 2022","386","Subquery health check","","","","","Production project - wallet-bit-country is alive",""
"failed","Mon Jan 31 10:23:54 GMT 2022","Mon Jan 31 10:23:55 GMT 2022","363","Subquery health check","","","","","Production project - wallet-basilisk is alive",""
"passed","Mon Jan 31 10:24:12 GMT 2022","Mon Jan 31 10:24:13 GMT 2022","942","Subquery health check","","","","","Production project - wallet-quartz is alive",""
"passed","Mon Jan 31 10:24:02 GMT 2022","Mon Jan 31 10:24:02 GMT 2022","662","Subquery health check","","","","","Staging project - wallet-karura is alive",""
"passed","Mon Jan 31 10:24:10 GMT 2022","Mon Jan 31 10:24:10 GMT 2022","549","Subquery health check","","","","","Staging project - wallet-parallel-heiko is alive",""
"passed","Mon Jan 31 10:24:10 GMT 2022","Mon Jan 31 10:24:11 GMT 2022","907","Subquery health check","","","","","Production project - polkadot is alive",""
"failed","Mon Jan 31 10:24:06 GMT 2022","Mon Jan 31 10:24:07 GMT 2022","540","Subquery health check","","","","","Staging project - wallet-moonbeam is alive",""
