"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 02 11:11:44 GMT 2022","Wed Feb 02 11:11:45 GMT 2022","605","Subquery health check","","","","","Production project - wallet-moonriver is alive",""
"failed","Wed Feb 02 11:11:49 GMT 2022","Wed Feb 02 11:11:50 GMT 2022","730","Subquery health check","","","","","Staging project - polkadot is alive",""
"passed","Wed Feb 02 11:11:27 GMT 2022","Wed Feb 02 11:11:28 GMT 2022","454","Subquery health check","","","","","Production project - wallet-astar is alive",""
"passed","Wed Feb 02 11:11:51 GMT 2022","Wed Feb 02 11:11:52 GMT 2022","805","Subquery health check","","","","","Production project - wallet-statemine is alive",""
"passed","Wed Feb 02 11:11:57 GMT 2022","Wed Feb 02 11:11:58 GMT 2022","1116","Subquery health check","","","","","Staging project - wallet-shiden is alive",""
"failed","Wed Feb 02 11:11:29 GMT 2022","Wed Feb 02 11:11:30 GMT 2022","516","Subquery health check","","","","","Staging project - wallet-basilisk is alive",""
"passed","Wed Feb 02 11:11:53 GMT 2022","Wed Feb 02 11:11:53 GMT 2022","763","Subquery health check","","","","","Production project - wallet-statemint is alive",""
"passed","Wed Feb 02 11:11:33 GMT 2022","Wed Feb 02 11:11:34 GMT 2022","812","Subquery health check","","","","","Production project - wallet-calamari is alive",""
"passed","Wed Feb 02 11:11:42 GMT 2022","Wed Feb 02 11:11:42 GMT 2022","348","Subquery health check","","","","","Production project - kusama is alive",""
"passed","Wed Feb 02 11:11:51 GMT 2022","Wed Feb 02 11:11:51 GMT 2022","510","Subquery health check","","","","","Staging project - wallet-quartz is alive",""
"passed","Wed Feb 02 11:11:28 GMT 2022","Wed Feb 02 11:11:28 GMT 2022","631","Subquery health check","","","","","Staging project - wallet-astar is alive",""
"failed","Wed Feb 02 11:11:23 GMT 2022","Wed Feb 02 11:11:26 GMT 2022","2925","Subquery health check","","","","","Staging project - wallet-acala is alive",""
"passed","Wed Feb 02 11:11:41 GMT 2022","Wed Feb 02 11:11:42 GMT 2022","454","Subquery health check","","","","","Production project - wallet-kilt is alive",""
"passed","Wed Feb 02 11:11:31 GMT 2022","Wed Feb 02 11:11:32 GMT 2022","1022","Subquery health check","","","","","Production project - wallet-bit-country is alive",""
"passed","Wed Feb 02 11:11:48 GMT 2022","Wed Feb 02 11:11:49 GMT 2022","1163","Subquery health check","","","","","Production project - polkadot is alive",""
"passed","Wed Feb 02 11:11:40 GMT 2022","Wed Feb 02 11:11:41 GMT 2022","1259","Subquery health check","","","","","Production project - wallet-khala is alive",""
"passed","Wed Feb 02 11:11:47 GMT 2022","Wed Feb 02 11:11:48 GMT 2022","874","Subquery health check","","","","","Staging project - wallet-parallel-heiko is alive",""
"passed","Wed Feb 02 11:11:36 GMT 2022","Wed Feb 02 11:11:37 GMT 2022","892","Subquery health check","","","","","Staging project - wallet-clover is alive",""
"passed","Wed Feb 02 11:11:50 GMT 2022","Wed Feb 02 11:11:51 GMT 2022","761","Subquery health check","","","","","Production project - wallet-quartz is alive",""
"passed","Wed Feb 02 11:11:26 GMT 2022","Wed Feb 02 11:11:27 GMT 2022","730","Subquery health check","","","","","Production project - wallet-altair is alive",""
"passed","Wed Feb 02 11:11:56 GMT 2022","Wed Feb 02 11:11:57 GMT 2022","872","Subquery health check","","","","","Production project - wallet-shiden is alive",""
"passed","Wed Feb 02 11:11:45 GMT 2022","Wed Feb 02 11:11:46 GMT 2022","551","Subquery health check","","","","","Production project - wallet-parallel is alive",""
"failed","Wed Feb 02 11:11:42 GMT 2022","Wed Feb 02 11:11:43 GMT 2022","670","Subquery health check","","","","","Staging project - kusama is alive",""
"passed","Wed Feb 02 11:11:28 GMT 2022","Wed Feb 02 11:11:29 GMT 2022","758","Subquery health check","","","","","Production project - wallet-basilisk is alive",""
"failed","Wed Feb 02 11:11:55 GMT 2022","Wed Feb 02 11:11:56 GMT 2022","776","Subquery health check","","","","","Staging project - westend is alive",""
"passed","Wed Feb 02 11:11:39 GMT 2022","Wed Feb 02 11:11:40 GMT 2022","1050","Subquery health check","","","","","Staging project - wallet-karura is alive",""
"passed","Wed Feb 02 11:11:27 GMT 2022","Wed Feb 02 11:11:27 GMT 2022","466","Subquery health check","","","","","Staging project - wallet-altair is alive",""
"passed","Wed Feb 02 11:11:53 GMT 2022","Wed Feb 02 11:11:54 GMT 2022","847","Subquery health check","","","","","Staging project - wallet-statemint is alive",""
"passed","Wed Feb 02 11:11:47 GMT 2022","Wed Feb 02 11:11:47 GMT 2022","784","Subquery health check","","","","","Production project - wallet-parallel-heiko is alive",""
"passed","Wed Feb 02 11:11:35 GMT 2022","Wed Feb 02 11:11:36 GMT 2022","1169","Subquery health check","","","","","Production project - wallet-clover is alive",""
"passed","Wed Feb 02 11:11:52 GMT 2022","Wed Feb 02 11:11:53 GMT 2022","431","Subquery health check","","","","","Staging project - wallet-statemine is alive",""
