"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 26 17:21:02 GMT 2022","Wed Jan 26 17:21:03 GMT 2022","543","Subquery health check","","","","","Staging project - wallet-moonbeam is alive",""
"failed","Wed Jan 26 17:21:01 GMT 2022","Wed Jan 26 17:21:02 GMT 2022","490","Subquery health check","","","","","Staging project - kusama is alive",""
"passed","Wed Jan 26 17:20:50 GMT 2022","Wed Jan 26 17:20:50 GMT 2022","826","Subquery health check","","","","","Production project - wallet-astar is alive",""
"failed","Wed Jan 26 17:21:04 GMT 2022","Wed Jan 26 17:21:04 GMT 2022","425","Subquery health check","","","","","Staging project - wallet-parallel is alive",""
"passed","Wed Jan 26 17:21:01 GMT 2022","Wed Jan 26 17:21:01 GMT 2022","532","Subquery health check","","","","","Production project - kusama is alive",""
"failed","Wed Jan 26 17:20:52 GMT 2022","Wed Jan 26 17:20:53 GMT 2022","752","Subquery health check","","","","","Staging project - wallet-bifrost is alive",""
"failed","Wed Jan 26 17:20:56 GMT 2022","Wed Jan 26 17:20:56 GMT 2022","323","Subquery health check","","","","","Staging project - wallet-clover is alive",""
"failed","Wed Jan 26 17:21:06 GMT 2022","Wed Jan 26 17:21:06 GMT 2022","319","Subquery health check","","","","","Staging project - polkadot is alive",""
"failed","Wed Jan 26 17:20:59 GMT 2022","Wed Jan 26 17:21:00 GMT 2022","312","Subquery health check","","","","","Staging project - wallet-khala is alive",""
"failed","Wed Jan 26 17:21:07 GMT 2022","Wed Jan 26 17:21:08 GMT 2022","440","Subquery health check","","","","","Staging project - wallet-statemine is alive",""
"failed","Wed Jan 26 17:21:12 GMT 2022","Wed Jan 26 17:21:12 GMT 2022","476","Subquery health check","","","","","Staging project - wallet-shiden is alive",""
"failed","Wed Jan 26 17:20:55 GMT 2022","Wed Jan 26 17:20:55 GMT 2022","559","Subquery health check","","","","","Staging project - wallet-calamari is alive",""
"failed","Wed Jan 26 17:20:58 GMT 2022","Wed Jan 26 17:20:58 GMT 2022","477","Subquery health check","","","","","Staging project - wallet-karura is alive",""
"passed","Wed Jan 26 17:21:06 GMT 2022","Wed Jan 26 17:21:06 GMT 2022","433","Subquery health check","","","","","Production project - wallet-quartz is alive",""
"failed","Wed Jan 26 17:21:06 GMT 2022","Wed Jan 26 17:21:07 GMT 2022","426","Subquery health check","","","","","Staging project - wallet-quartz is alive",""
"passed","Wed Jan 26 17:21:04 GMT 2022","Wed Jan 26 17:21:04 GMT 2022","436","Subquery health check","","","","","Production project - wallet-parallel is alive",""
"failed","Wed Jan 26 17:20:50 GMT 2022","Wed Jan 26 17:20:51 GMT 2022","449","Subquery health check","","","","","Staging project - wallet-astar is alive",""
"failed","Wed Jan 26 17:20:54 GMT 2022","Wed Jan 26 17:20:54 GMT 2022","310","Subquery health check","","","","","Staging project - wallet-bit-country is alive",""
"failed","Wed Jan 26 17:21:00 GMT 2022","Wed Jan 26 17:21:01 GMT 2022","695","Subquery health check","","","","","Staging project - wallet-kilt is alive",""
"passed","Wed Jan 26 17:21:02 GMT 2022","Wed Jan 26 17:21:02 GMT 2022","397","Subquery health check","","","","","Production project - wallet-moonbeam is alive",""
"failed","Wed Jan 26 17:20:47 GMT 2022","Wed Jan 26 17:20:48 GMT 2022","1008","Subquery health check","","","","","Production project - wallet-acala is alive",""
