"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Feb 15 08:37:45 GMT 2022","Tue Feb 15 08:37:46 GMT 2022","988","Subquery health check","","","","","Production project - wallet-acala is alive",""
"passed","Tue Feb 15 08:37:52 GMT 2022","Tue Feb 15 08:37:53 GMT 2022","617","Subquery health check","","","","","Production project - wallet-bifrost is alive",""
"passed","Tue Feb 15 08:38:13 GMT 2022","Tue Feb 15 08:38:14 GMT 2022","943","Subquery health check","","","","","Staging project - wallet-parallel-heiko is alive",""
"passed","Tue Feb 15 08:38:14 GMT 2022","Tue Feb 15 08:38:14 GMT 2022","721","Subquery health check","","","","","Production project - polkadot is alive",""
"failed","Tue Feb 15 08:38:03 GMT 2022","Tue Feb 15 08:38:04 GMT 2022","936","Subquery health check","","","","","Production project - wallet-khala is alive",""
"failed","Tue Feb 15 08:38:05 GMT 2022","Tue Feb 15 08:38:06 GMT 2022","687","Subquery health check","","","","","Staging project - wallet-kilt is alive",""
"passed","Tue Feb 15 08:37:55 GMT 2022","Tue Feb 15 08:37:56 GMT 2022","1137","Subquery health check","","","","","Staging project - wallet-bit-country is alive",""
"passed","Tue Feb 15 08:38:09 GMT 2022","Tue Feb 15 08:38:10 GMT 2022","687","Subquery health check","","","","","Production project - wallet-moonriver is alive",""
"passed","Tue Feb 15 08:38:11 GMT 2022","Tue Feb 15 08:38:11 GMT 2022","764","Subquery health check","","","","","Production project - wallet-parallel is alive",""
"failed","Tue Feb 15 08:38:14 GMT 2022","Tue Feb 15 08:38:15 GMT 2022","686","Subquery health check","","","","","Staging project - polkadot is alive",""
"passed","Tue Feb 15 08:38:10 GMT 2022","Tue Feb 15 08:38:11 GMT 2022","725","Subquery health check","","","","","Staging project - wallet-moonriver is alive",""
"passed","Tue Feb 15 08:37:57 GMT 2022","Tue Feb 15 08:37:58 GMT 2022","736","Subquery health check","","","","","Staging project - wallet-calamari is alive",""
"passed","Tue Feb 15 08:38:22 GMT 2022","Tue Feb 15 08:38:23 GMT 2022","643","Subquery health check","","","","","Staging project - wallet-shiden is alive",""
"passed","Tue Feb 15 08:37:53 GMT 2022","Tue Feb 15 08:37:55 GMT 2022","1254","Subquery health check","","","","","Production project - wallet-bit-country is alive",""
"passed","Tue Feb 15 08:37:50 GMT 2022","Tue Feb 15 08:37:51 GMT 2022","817","Subquery health check","","","","","Staging project - wallet-astar is alive",""
"failed","Tue Feb 15 08:38:04 GMT 2022","Tue Feb 15 08:38:05 GMT 2022","1148","Subquery health check","","","","","Staging project - wallet-khala is alive",""
"passed","Tue Feb 15 08:38:07 GMT 2022","Tue Feb 15 08:38:07 GMT 2022","657","Subquery health check","","","","","Staging project - kusama is alive",""
"passed","Tue Feb 15 08:38:21 GMT 2022","Tue Feb 15 08:38:22 GMT 2022","570","Subquery health check","","","","","Production project - wallet-shiden is alive",""
"passed","Tue Feb 15 08:37:53 GMT 2022","Tue Feb 15 08:37:53 GMT 2022","718","Subquery health check","","","","","Staging project - wallet-bifrost is alive",""
"failed","Tue Feb 15 08:37:46 GMT 2022","Tue Feb 15 08:37:47 GMT 2022","1288","Subquery health check","","","","","Staging project - wallet-acala is alive",""
"passed","Tue Feb 15 08:37:47 GMT 2022","Tue Feb 15 08:37:48 GMT 2022","688","Subquery health check","","","","","Production project - wallet-altair is alive",""
"passed","Tue Feb 15 08:38:11 GMT 2022","Tue Feb 15 08:38:12 GMT 2022","573","Subquery health check","","","","","Staging project - wallet-parallel is alive",""
"passed","Tue Feb 15 08:37:58 GMT 2022","Tue Feb 15 08:37:59 GMT 2022","950","Subquery health check","","","","","Staging project - wallet-clover is alive",""
