"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Feb 09 10:25:49 GMT 2022","Wed Feb 09 10:25:49 GMT 2022","534","Subquery health check","","","","","Staging project - wallet-moonbeam is alive",""
"passed","Wed Feb 09 10:25:57 GMT 2022","Wed Feb 09 10:25:58 GMT 2022","594","Subquery health check","","","","","Staging project - wallet-statemine is alive",""
"passed","Wed Feb 09 10:25:46 GMT 2022","Wed Feb 09 10:25:47 GMT 2022","856","Subquery health check","","","","","Production project - kusama is alive",""
"passed","Wed Feb 09 10:25:52 GMT 2022","Wed Feb 09 10:25:53 GMT 2022","1340","Subquery health check","","","","","Production project - wallet-parallel-heiko is alive",""
"passed","Wed Feb 09 10:25:36 GMT 2022","Wed Feb 09 10:25:37 GMT 2022","643","Subquery health check","","","","","Production project - wallet-bifrost is alive",""
"failed","Wed Feb 09 10:25:55 GMT 2022","Wed Feb 09 10:25:55 GMT 2022","674","Subquery health check","","","","","Staging project - polkadot is alive",""
"passed","Wed Feb 09 10:25:51 GMT 2022","Wed Feb 09 10:25:52 GMT 2022","833","Subquery health check","","","","","Staging project - wallet-parallel is alive",""
"passed","Wed Feb 09 10:25:33 GMT 2022","Wed Feb 09 10:25:34 GMT 2022","712","Subquery health check","","","","","Staging project - wallet-altair is alive",""
"failed","Wed Feb 09 10:25:30 GMT 2022","Wed Feb 09 10:25:31 GMT 2022","1086","Subquery health check","","","","","Production project - wallet-acala is alive",""
"passed","Wed Feb 09 10:25:59 GMT 2022","Wed Feb 09 10:25:59 GMT 2022","443","Subquery health check","","","","","Production project - westend is alive",""
"failed","Wed Feb 09 10:25:31 GMT 2022","Wed Feb 09 10:25:32 GMT 2022","724","Subquery health check","","","","","Staging project - wallet-acala is alive",""
"passed","Wed Feb 09 10:25:57 GMT 2022","Wed Feb 09 10:25:57 GMT 2022","680","Subquery health check","","","","","Production project - wallet-statemine is alive",""
"passed","Wed Feb 09 10:25:54 GMT 2022","Wed Feb 09 10:25:55 GMT 2022","615","Subquery health check","","","","","Production project - polkadot is alive",""
"passed","Wed Feb 09 10:25:43 GMT 2022","Wed Feb 09 10:25:43 GMT 2022","517","Subquery health check","","","","","Production project - wallet-karura is alive",""
"failed","Wed Feb 09 10:25:42 GMT 2022","Wed Feb 09 10:25:43 GMT 2022","670","Subquery health check","","","","","Staging project - edgeware is alive",""
"passed","Wed Feb 09 10:25:56 GMT 2022","Wed Feb 09 10:25:57 GMT 2022","688","Subquery health check","","","","","Staging project - wallet-quartz is alive",""
"passed","Wed Feb 09 10:26:01 GMT 2022","Wed Feb 09 10:26:01 GMT 2022","453","Subquery health check","","","","","Staging project - wallet-shiden is alive",""
"passed","Wed Feb 09 10:25:50 GMT 2022","Wed Feb 09 10:25:51 GMT 2022","668","Subquery health check","","","","","Production project - wallet-parallel is alive",""
"failed","Wed Feb 09 10:25:44 GMT 2022","Wed Feb 09 10:25:44 GMT 2022","474","Subquery health check","","","","","Production project - wallet-khala is alive",""
